gene_symbol,gene_id,entrez_id,chromosome,strand,number_of_transcripts,median_transcriptome_length,median_genome_length,median_number_of_exons,median_gene_start,median_gene_end
AGPAT6,79719,137964,8,+,1,6297,46813,13,41435707,41482520
AGPAT9,58994,84803,4,+,1,2522,69373,12,84457653,84527026
AGPHD1,78955,123688,15,+,2,1036,27958,5,78799906,78827864
AGPS,8474,8540,2,+,1,7645,151093,20,178257471,178408564
AGR2,10404,10551,7,-,1,975,12474,8,16832264,16844738
AGR3,81260,155465,7,-,1,742,22583,8,16899030,16921613
AGRN,119616,375790,1,+,1,7283,35989,36,955503,991492
AGRP,178,181,16,-,1,760,1242,4,67516474,67517716
AGT,180,183,1,-,1,2576,12064,5,230838272,230850336
AGTPBP1,23042,23287,9,-,1,4393,195490,26,88161454,88356944
AGTR1,182,185,3,+,5,2327,45132,3,148415658,148460790
AGTR2,183,186,X,+,1,2896,4267,3,115301958,115306225
AGTRAP,36363,57085,1,+,5,1178,14686,5,11796142,11810828
AGXT,186,189,2,+,1,1587,10374,11,241808162,241818536
AGXT2,41440,64902,5,-,1,2392,50034,14,34998206,35048240
AGXT2L1,41413,64850,4,-,5,2088,21033,13,109663202,109684235
AGXT2L2,59194,85007,5,-,1,2000,24263,13,177635540,177659803
AHCTF1,25658,25909,1,-,1,8595,92324,36,247002402,247094726
AHCY,188,191,20,-,2,2279,27340,10,32868071,32895412
AHCYL1,10610,10768,1,+,1,4005,39056,17,110527308,110566364
AHCYL2,23137,23382,7,+,4,5046,133642,17,128936410,129070052
AHDC1,26990,27245,1,-,1,6489,69387,7,27860756,27930143
AHI1,34095,54806,6,-,4,5504,213793,28,135605110,135818903
AHNAK,54866,79026,11,-,2,9947,72137,6,62242195,62314332
AHNAK2,76639,113146,14,-,1,18310,41103,7,105403591,105444694
AHR,193,196,7,+,1,6236,47499,11,17338276,17385775
AHRR,NA,NA,5,+,1,5648,134114,12,304291,438405
AHSA1,10451,10598,14,+,1,1391,11442,9,77924373,77935815
AHSA2,79450,130872,2,+,1,3025,10131,6,61404555,61414686
AHSG,194,197,3,+,1,1566,8257,7,186330850,186339107
AHSP,NA,NA,16,+,1,503,921,3,31539203,31540124
AICDA,36653,57379,12,-,1,2789,10680,5,8754762,8765442
AIDA,41416,64853,1,-,1,2996,44509,10,222841355,222885864
AIF1,196,199,6,+,3,633,1765,3,31583033,31584798
AIF1L,57786,83543,9,+,4,3442,26676,6,133971863,133998539
AIFM1,9008,9131,X,-,5,2239,36523,16,129263338,129299861
AIFM2,59073,84883,10,-,2,3240,20667,9,71872023,71892690
AIFM3,80861,150209,22,+,4,2334,15216,20,21320432,21335649
AIG1,30871,51390,6,+,1,1379,279418,6,143382023,143661441
AIM1,199,202,6,+,1,7532,58604,20,106959730,107018334
AIM1L,34346,55057,1,-,1,5225,32271,20,26648350,26680621
AIM2,9310,9447,1,-,1,1478,14372,6,159032275,159046647
AIMP1,9128,9255,4,+,3,2577,33528,7,107236853,107270381
AIMP2,7919,7965,7,+,1,1215,14583,4,6048882,6063465
AIP,8929,9049,11,+,1,1227,8074,6,67250505,67258579
AIPL1,23499,23746,17,-,3,2786,11460,5,6327059,6338519
AIRE,323,326,21,+,2,2100,10088,10,45708018,45718106
AJAP1,35251,55966,1,+,2,2490,125748,6,4715105,4840852
AK1,200,203,9,-,1,2259,11263,7,130628759,130640022
AK2,201,204,1,-,5,3640,28971,7,33473541,33502512
AK3,30295,50808,9,-,6,4128,31752,5,4709557,4741309
AK4,NA,NA,1,+,3,6881,84315,6,65613513,65697828
AK5,26037,26289,1,+,2,3576,277640,14,77748014,78025654
AK7,78891,122481,14,+,1,2630,96664,18,96858448,96955112
AK8,NA,NA,9,-,1,2093,153233,13,135600965,135754198
AKAP1,8114,8165,17,+,1,3957,36157,11,55162553,55198710
AKAP10,11056,11216,17,-,1,2901,72379,15,19808750,19881129
AKAP11,11055,11215,13,+,1,9906,51113,13,42846289,42897402
AKAP12,9448,9590,6,+,2,8328,75794,4,151603900,151679694
AKAP13,11054,11214,15,+,3,13253,368715,37,85923871,86292586
AKAP14,81419,158798,X,+,3,655,24743,6,119029936,119054679
AKAP17A,NA,NA,X,+,4,3236,10923,6,1685486,1696409
AKAP2,11057,11217,9,+,3,6959,123913,4,112810878,112934791
AKAP3,10419,10566,12,-,1,3015,29667,5,4724676,4754343
AKAP4,8775,8852,X,-,2,2857,9918,6,49955416,49965334
AKAP5,9354,9495,14,+,1,6485,9004,2,64932217,64941221
AKAP6,9332,9472,14,+,1,10373,503789,14,32798479,33302268
AKAP7,9325,9465,6,+,3,2323,33169,3,131571504,131604673
AKAP8,10124,10270,19,-,1,3517,26268,14,15464335,15490603
AKAP8L,26738,26993,19,-,1,2100,38974,14,15490859,15529833
AKAP9,9997,10142,7,+,2,12401,169798,50,91570189,91739987
AKD1,85727,221264,6,-,2,4415,128936,26,109883480,110012415
AKIRIN1,55450,79647,1,+,2,2654,14821,4,39456916,39471737
AKIRIN2,34411,55122,6,-,1,1927,27407,5,88384578,88411985
AKNA,56483,80709,9,-,1,7361,60252,22,117096433,117156685
AKNAD1,NA,NA,1,-,1,3032,41191,16,109358525,109399716
AKR1A1,10181,10327,1,+,2,1462,19223,10,46016498,46035721
AKR1B1,228,231,7,-,1,1388,16781,10,134127107,134143888
AKR1B10,36294,57016,7,+,1,1586,13822,10,134212344,134226166
AKR1B15,NA,NA,7,+,1,1613,30743,12,134233849,134264592
AKR1C1,1633,1645,10,+,1,1370,14704,9,5005454,5020158
AKR1C2,1634,1646,10,-,3,1480,28242,10,5031965,5060207
AKR1C3,8575,8644,10,+,1,1215,13310,9,5136568,5149878
AKR1C4,1101,1109,10,+,1,1185,22114,9,5238798,5260912
AKR1CL1,109905,340811,10,-,1,2119,30495,8,5196655,5227150
AKR1D1,6678,6718,7,+,3,2619,41872,8,137761178,137803050
AKR1E2,NA,NA,10,+,1,1597,21849,10,4868402,4890251
AKR7A2,8508,8574,1,-,1,1355,8181,7,19630459,19638640
AKR7A2P1,89694,246182,1,+,1,1323,1323,1,113465972,113467295
AKR7A3,22732,22977,1,-,1,1234,6223,7,19609057,19615280
AKR7L,89693,246181,1,-,2,2210,8092,6,19592476,19600568
AKT1,204,207,14,-,3,2842,26393,14,105235687,105262080
AKT1S1,58545,84335,19,-,3,2013,8315,5,50372297,50380612
AKT2,205,208,19,-,1,5249,55041,14,40736224,40791265
AKT3,9856,10000,1,-,2,2632,347544,14,243659010,244006553
AKTIP,41001,64400,16,-,2,2198,11978,10,53525192,53537170
ALAD,207,210,9,-,1,3171,15026,12,116148592,116163618
ALAS1,208,211,3,+,2,2321,16213,12,52232130,52248343
ALAS2,209,212,X,-,3,2012,22009,11,55035488,55057497
ALB,210,213,4,+,1,2232,17157,15,74269972,74287129
ALCAM,211,214,3,+,1,4725,210031,16,105085713,105295744
ALDH16A1,79109,126133,19,+,2,3013,17832,16,49956473,49974305
ALDH18A1,5800,5832,10,-,2,3442,50881,18,97365686,97416567
ALDH1A1,213,216,9,-,1,2083,52382,13,75515587,75567969
ALDH1A2,8777,8854,15,-,3,3257,112279,12,58245627,58357906
ALDH1A3,217,220,15,+,1,3482,36821,13,101420009,101456830
ALDH1B1,216,219,9,+,1,3022,5955,2,38392702,38398657
ALDH1L1,10682,10840,3,-,1,3102,77077,23,125822408,125899485
ALDH1L2,81473,160428,12,-,2,7492,64779,23,105413562,105478341
ALDH2,214,217,12,+,1,2387,43438,13,112204346,112247784
ALDH3A1,215,218,17,-,3,1767,7627,11,19641298,19648925
ALDH3A2,221,224,17,+,2,3752,28842,10,19552064,19580906
ALDH3B1,218,221,11,+,3,2805,18953,10,67777790,67796743
ALDH3B2,219,222,11,-,2,2562,15760,10,67429633,67445394
ALDH4A1,8590,8659,1,-,3,3228,31369,15,19197924,19229293
ALDH5A1,7869,7915,6,+,2,5140,42238,10,24495197,24537435
ALDH6A1,4303,4329,14,-,1,2168,24324,12,74526872,74551196
ALDH7A1,498,501,5,-,1,3533,52164,18,125878918,125931082
ALDH8A1,41175,64577,6,-,3,2402,32732,6,135238528,135271260
ALDH9A1,220,223,1,-,1,2489,36451,11,165631449,165667900
ALDOA,223,226,16,+,4,1525,5948,9,30075786,30081735
ALDOB,226,229,9,-,1,2417,15220,9,104182842,104198062
ALDOC,227,230,17,-,1,1642,3818,9,26900133,26903951
ALG1,35337,56052,16,+,1,3921,15570,13,5121810,5137380
ALG10,59110,84920,12,+,1,3124,6020,3,34175216,34181236
ALG10B,80354,144245,12,+,1,10071,12971,3,38710557,38723528
ALG11,133354,440138,13,+,2,1980,17257,3,52586523,52603780
ALG12,54926,79087,22,-,1,2363,15252,10,50296854,50312106
ALG13,55671,79868,X,+,12,3044,9277,5,110924372,110933623
ALG14,83505,199857,1,-,1,1053,90228,4,95448279,95538507
ALG1L,83592,200810,3,-,2,859,7769,6,125648118,125655887
ALG1L2,151686,644974,3,+,1,961,16559,8,129800674,129817233
ALG2,59535,85365,9,-,2,2907,5539,2,101978707,101984246
ALG3,10049,10195,3,-,4,1506,6642,9,183960117,183966759
ALG5,29615,29880,13,-,2,1158,49596,10,37523908,37573504
ALG6,29662,29929,1,+,1,3356,70972,15,63833261,63904233
ALG8,54893,79053,11,-,2,1692,38711,14,77811988,77850699
ALG9,55599,79796,11,-,4,6272,89236,15,111652919,111742154
ALK,235,238,2,-,1,6191,728792,29,29415640,30144432
ALKBH1,8769,8846,14,-,1,2579,35607,6,78138749,78174356
ALKBH2,78855,121642,12,-,5,940,5300,4,109525993,109531293
ALKBH3,85709,221120,11,+,1,1559,39468,10,43902357,43941825
ALKBH4,34073,54784,7,-,1,2118,8654,3,102096667,102105321
ALKBH5,34179,54890,17,+,1,3429,26400,4,18086867,18113267
ALKBH6,59154,84964,19,-,2,950,5118,7,36500022,36505141
ALKBH7,58476,84266,19,+,1,1327,2817,4,6372444,6375261
ALKBH8,60099,91801,11,-,1,4055,63008,12,107373453,107436461
ALLC,35109,55821,2,+,1,1432,44474,12,3705786,3750260
ALMS1,7794,7840,2,+,1,12899,224160,23,73612886,73837046
ALMS1P,83566,200420,2,+,1,1585,40648,7,73872046,73912694
ALOX12,236,239,17,+,1,2344,14671,14,6899384,6914055
ALOX12B,239,242,17,-,1,2487,15067,15,7975954,7991021
ALOX12P2,242,245,17,+,1,2754,46773,14,6756895,6803668
ALOX15,243,246,17,-,1,2670,10746,14,4534214,4544960
ALOX15B,244,247,17,+,3,2615,10093,13,7942358,7952451
ALOX5,237,240,10,+,1,2538,71934,14,45869629,45941563
ALOX5AP,238,241,13,+,1,868,28887,5,31309669,31338556
ALOXE3,37768,59344,17,-,2,3299,22829,16,7999218,8022047
ALPI,245,248,2,+,1,2539,3909,11,233320833,233324742
ALPK1,56017,80216,4,+,2,5370,145265,16,113218499,113363764
ALPK2,77693,115701,18,-,1,7287,147707,13,56148482,56296189
ALPK3,36811,57538,15,+,1,10903,56802,14,85359911,85416713
ALPL,246,249,1,+,3,2420,69047,11,21835858,21904905
ALPP,247,250,2,+,1,2856,4251,11,233243348,233247599
ALPPL2,248,251,2,+,1,2483,3872,11,233271552,233275424
ALS2,36952,57679,2,-,2,4886,51312,19,202594584,202645895
ALS2CL,91969,259173,3,-,4,4965,24685,26,46710485,46735170
ALS2CR11,80963,151254,2,-,4,2673,131761,14,202352144,202483905
ALS2CR12,79425,130540,2,-,2,1964,68954,15,202153147,202222101
ALS2CR4,41586,65062,2,-,2,5355,22910,12,202484907,202507817
ALS2CR8,55603,79800,2,+,2,5534,74012,16,203777048,203851060
ALX1,8041,8092,12,+,1,1289,21525,4,85674036,85695561
ALX3,254,257,1,-,1,1474,10325,4,110602997,110613322
ALX4,37989,60529,11,-,1,5462,49438,4,44282278,44331716
AMAC1,80563,146861,17,-,1,1873,1873,1,33519539,33521412
AMAC1L2,57892,83650,8,+,1,1200,1200,1,11188495,11189695
AMAC1L3,NA,NA,17,+,1,1193,1662,2,7384721,7386383
AMACR,23354,23600,5,-,6,1970,16118,5,33992102,34008220
AMBN,255,258,4,+,1,1963,15003,13,71458001,71473004
AMBP,256,259,9,-,1,1423,18344,10,116822408,116840752
AMBRA1,34915,55626,11,-,1,5004,194950,19,46417964,46612914
AMD1,259,262,6,+,2,3254,20926,8,111195988,111216913
AMDHD1,80350,144193,12,+,1,2127,25299,9,96337071,96362370
AMDHD2,30488,51005,16,+,2,1820,9980,10,2570363,2580344
AMELX,262,265,X,+,3,787,7348,6,11311533,11318881
AMELY,263,266,Y,-,1,796,8109,6,6733959,6742068
AMFR,264,267,16,-,1,3580,64080,14,56395364,56459444
AMH,265,268,19,+,1,2013,2959,5,2249113,2252072
AMHR2,266,269,12,+,3,1848,7679,11,53817639,53825318
AMICA1,78794,120425,11,-,2,2066,25500,10,118064442,118089942
AMIGO1,36736,57463,1,-,1,2469,2890,2,110049446,110052336
AMIGO2,110355,347902,12,-,2,3451,3798,2,47469936,47473734
AMIGO3,122093,386724,3,-,1,2971,2971,1,49754267,49757238
AMMECR1,9805,9949,X,-,3,5411,123966,6,109437414,109561380
AMMECR1L,57849,83607,2,-,2,4651,23767,8,128619207,128642974
AMN,57375,81693,14,+,1,1545,8186,12,103388993,103397179
AMN1,83408,196394,12,-,2,2093,58037,7,31824071,31882108
AMOT,81204,154796,X,-,2,6718,57094,12,112018105,112075198
AMOTL1,81206,154810,11,+,1,8986,108410,13,94501508,94609918
AMOTL2,30902,51421,3,-,1,4974,19216,10,134074190,134093406
AMPD1,267,270,1,-,2,2384,22519,16,115215720,115238239
AMPD2,268,271,1,+,3,3714,11401,18,110163276,110174677
AMPD3,269,272,11,+,5,4319,52460,15,10476666,10529126
AMPH,270,273,7,-,2,3342,247870,20,38423297,38671167
AMT,272,275,3,-,5,2062,5900,9,49454211,49460111
AMTN,125481,401138,4,+,1,987,14161,9,71384298,71398459
AMY1A,273,276,1,+,6,1810,8952,11,104230040,104238992
AMY1B,274,277,1,-,3,1827,8847,11,104230041,104238889
AMY1C,275,278,1,+,3,1849,8869,11,104230041,104238911
AMY2A,276,279,1,+,1,1622,8401,10,104159999,104168400
AMY2B,277,280,1,+,1,2167,24827,12,104097322,104122149
AMZ1,81244,155185,7,+,1,4408,35906,7,2719163,2755069
AMZ2,30802,51321,17,+,6,1417,9160,8,66244145,66253305
AMZ2P1,83631,201283,17,-,1,3437,9035,5,62962668,62971703
ANAPC1,41262,64682,2,-,1,6262,115101,48,112526640,112641741
ANAPC10,10246,10393,4,-,1,863,103055,5,145916313,146019368
ANAPC11,31009,51529,17,+,7,866,8764,4,79849599,79858363
ANAPC13,25596,25847,3,-,3,1424,8317,3,134196546,134204863
ANAPC16,NA,NA,10,+,1,3191,19812,4,73975806,73995618
ANAPC2,29617,29882,9,-,1,2687,13821,13,140069236,140083057
ANAPC4,29678,29945,4,+,1,2643,41272,29,25378848,25420120
ANAPC5,30914,51433,12,-,2,2478,45090,17,121746048,121791138
ANAPC7,30915,51434,12,-,2,2617,29546,10,110811988,110841535
ANG,280,283,14,+,2,980,7711,2,21154634,21162345
ANGEL1,23112,23357,14,-,1,4101,25697,10,77253586,77279283
ANGEL2,59969,90806,1,-,1,4640,23644,9,213165524,213189168
ANGPT1,281,284,8,-,2,4328,248544,9,108261710,108510254
ANGPT2,282,285,8,-,3,5255,63609,9,6357175,6420784
ANGPT4,30859,51378,20,-,1,1912,43663,9,853297,896960
ANGPTL1,8946,9068,1,-,1,3540,21545,6,178818670,178840215
ANGPTL2,23207,23452,9,-,1,3567,35416,5,129849628,129885044
ANGPTL3,27074,27329,1,+,1,2119,7993,7,63063187,63071180
ANGPTL4,30611,51129,19,+,2,1840,10246,6,8429011,8439257
ANGPTL5,90145,253935,11,-,1,2359,25848,9,101761405,101787253
ANGPTL6,58088,83854,19,-,1,1851,10412,6,10203013,10213425
ANGPTL7,10072,10218,1,+,1,2233,6640,5,11249398,11256038
ANK1,283,286,8,-,8,7910,144396,42,41510744,41655140
ANK2,284,287,4,+,3,8035,334111,46,113970785,114304896
ANK3,285,288,10,-,2,9889,236958,32,61788159,62025117
ANKAR,80917,150709,2,+,1,4393,70665,23,190540711,190611376
ANKDD1A,110364,348094,15,+,1,3097,46940,15,65204101,65251041
ANKFN1,81536,162282,17,+,1,2409,329171,17,54230836,54560007
ANKFY1,30959,51479,17,-,2,4917,85055,18,4082219,4167274
ANKH,35455,56172,5,-,1,8195,166978,12,14704909,14871887
ANKHD1,34171,54882,5,+,4,2148,70663,11,139781399,139852062
ANKHD1-EIF4EBP3,NA,NA,5,+,1,8313,147764,36,139781399,139929163
ANKIB1,33758,54467,7,+,1,6061,155150,20,91875548,92030698
ANKK1,90260,255239,11,+,1,2535,12627,8,113258513,113271140
ANKLE1,79157,126549,19,+,1,3208,6000,9,17392454,17398454
ANKLE2,22896,23141,12,-,1,4445,36197,13,133302254,133338451
ANKMY1,30762,51281,2,-,2,2838,78566,16,241418839,241497405
ANKMY2,36315,57037,7,-,1,2545,46041,10,16639401,16685442
ANKRA2,37035,57763,5,-,1,2189,13486,9,72848025,72861511
ANKRD1,26808,27063,10,-,1,1965,9175,9,92671857,92681032
ANKRD10,34897,55608,13,-,1,2489,36529,6,111530887,111567416
ANKRD11,28858,29123,16,-,1,9291,222934,13,89334035,89556969
ANKRD12,23008,23253,18,+,2,10481,148448,12,9136758,9285206
ANKRD13A,59679,88455,12,+,1,3893,40000,15,110437235,110477235
ANKRD13B,79038,124930,17,+,1,3158,21252,15,27920527,27941779
ANKRD13C,57275,81573,1,-,1,5654,95732,13,70724685,70820417
ANKRD13D,109556,338692,11,+,2,2166,13166,16,67056789,67069955
ANKRD16,33813,54522,10,-,3,1665,11810,7,5920050,5931860
ANKRD17,25806,26057,4,-,2,8965,184000,34,73940502,74124502
ANKRD18A,90122,253650,9,-,1,3722,48999,16,38571361,38620360
ANKRD19,NA,NA,9,+,1,2297,28846,10,95571893,95600739
ANKRD2,26035,26287,10,+,2,1393,11385,8,99332256,99343641
ANKRD20A1,134522,441425,9,+,1,3496,43079,15,67926761,67969840
ANKRD20A2,134527,441430,9,+,2,3496,43113,15,42729364,42772477
ANKRD20A3,58420,84210,9,+,3,3949,43560,15,43089972,43133544
ANKRD20A4,171941,728747,9,+,1,3502,43128,15,69381981,69425109
ANKRD20A8P,170090,729171,2,-,1,3646,96147,24,95426673,95522820
ANKRD22,78726,118932,10,-,1,3977,32073,6,90579659,90611732
ANKRD23,83575,200539,2,-,1,2573,6107,9,97503651,97509758
ANKRD24,82210,170961,19,+,1,4004,41460,22,4183351,4224811
ANKRD26,22608,22852,10,-,1,6745,96382,34,27293045,27389427
ANKRD26P1,78979,124149,16,-,1,6106,99760,17,46503249,46603009
ANKRD27,58290,84079,19,-,1,4424,78195,29,33087907,33166102
ANKRD28,22998,23243,3,-,3,6310,130947,28,15708744,15839691
ANKRD29,80611,147463,18,-,1,2263,62871,10,21179978,21242849
ANKRD30A,60002,91074,10,+,1,4369,106710,36,37414785,37521495
ANKRD30B,NA,NA,18,+,1,4581,104498,36,14748239,14852737
ANKRD30BL,NA,NA,2,-,2,1570,62370,6,132905164,132967534
ANKRD30BP2,80838,149992,21,+,1,3406,80084,12,14410487,14490571
ANKRD31,90314,256006,5,-,1,6011,168581,25,74364122,74532703
ANKRD32,58460,84250,5,+,1,3792,77182,21,93954391,94031573
ANKRD33,109942,341405,12,+,2,1860,3712,6,52281793,52285505
ANKRD33B,167976,651746,5,+,1,9329,93493,4,10564435,10657928
ANKRD34A,94355,284615,1,+,1,3608,5139,4,145470508,145475647
ANKRD34B,109803,340120,5,-,1,3930,13730,5,79852574,79866304
ANKRD34C,123953,390616,15,+,1,5422,15435,2,79575146,79590581
ANKRD35,80730,148741,1,+,1,3349,19317,14,145549209,145568526
ANKRD36,119562,375248,2,+,1,6192,151024,76,97779233,97930257
ANKRD36B,37003,57730,2,-,1,5942,85167,44,98121261,98206428
ANKRD36BP1,NA,NA,1,-,1,1849,1849,1,168214819,168216668
ANKRD36BP2,165431,645784,2,+,1,1713,40690,17,89065419,89106109
ANKRD37,110770,353322,4,+,1,929,3550,5,186317840,186321390
ANKRD39,30720,51239,2,-,1,894,10032,4,97513724,97523756
ANKRD40,60035,91369,17,-,1,4164,14719,5,48770551,48785270
ANKRD42,109558,338699,11,+,1,2552,54722,10,82905291,82960013
ANKRD43,79610,134548,5,+,1,3456,3456,1,132149033,132152489
ANKRD44,60057,91526,2,-,2,3852,267730,19,197907790,198175521
ANKRD45,109675,339416,1,-,1,2665,61526,6,173577475,173639001
ANKRD46,81295,157567,8,-,1,2773,39012,6,101533000,101572012
ANKRD49,34140,54851,11,+,1,1902,5591,3,94227153,94232744
ANKRD5,40569,63926,20,+,2,3780,21710,10,10015697,10037407
ANKRD50,36458,57182,4,-,2,8154,48682,4,125585206,125633887
ANKRD52,93933,283373,12,-,1,8628,20552,28,56631591,56652143
ANKRD53,55800,79998,2,+,2,2050,7054,6,71205575,71212629
ANKRD54,79366,129138,22,-,2,2088,13491,8,38226862,38240353
ANKRD55,55525,79722,5,-,1,2488,133679,12,55395507,55529186
ANKRD56,110157,345079,4,-,1,2920,2920,1,77816082,77819002
ANKRD57,41642,65124,2,+,1,4653,4653,1,110371911,110376564
ANKRD58,110264,347454,X,+,1,1589,1589,1,118892576,118894165
ANKRD6,22637,22881,6,+,1,5174,200506,16,90142897,90343403
ANKRD7,35591,56311,7,+,1,1350,18072,7,117864712,117882784
ANKRD9,78886,122416,14,-,1,1622,2930,4,102973198,102976128
ANKS1A,23049,23294,6,+,1,6327,202152,24,34857038,35059190
ANKS1B,36178,56899,12,-,3,3245,419401,13,99129071,99548472
ANKS3,78990,124401,16,-,1,2644,37650,18,4746513,4784163
ANKS4B,90429,257629,16,+,1,2904,18734,2,21245016,21263750
ANKS6,83731,203286,9,-,1,7132,64503,15,101494291,101558794
ANKZF1,34428,55139,2,+,2,2528,6846,14,220094544,220101391
ANLN,33734,54443,7,+,1,4746,63968,24,36429432,36493400
ANO1,34396,55107,11,+,2,4176,107690,26,69927962,70035652
ANO10,34418,55129,3,-,1,2721,255742,13,43407818,43663560
ANO2,36379,57101,12,-,1,3691,383581,26,5671817,6055398
ANO3,40618,63982,11,+,1,5909,331158,27,26353678,26684836
ANO4,80323,143662,12,+,1,4093,334045,27,101188374,101522419
ANO5,83758,203859,11,+,2,6638,90191,22,22214722,22304913
ANO6,83429,196527,12,+,4,4753,220338,20,45609823,45830160
ANO7,30126,50636,2,+,2,2495,22262,14,242127924,242150186
ANO8,36992,57719,19,-,1,4134,11606,18,17434032,17445638
ANO9,109439,338440,11,-,1,2852,24081,23,417930,442011
ANP32A,8074,8125,15,-,1,2459,42386,7,69070875,69113261
ANP32B,10394,10541,9,+,1,1609,32735,7,100745489,100778224
ANP32C,23275,23520,4,-,1,704,704,1,165118159,165118863
ANP32D,23274,23519,12,+,1,395,395,1,48866448,48866843
ANP32E,57293,81611,1,-,3,3324,17787,7,150190717,150208504
ANPEP,287,290,15,-,1,3629,29946,21,90328126,90358072
ANTXR1,58379,84168,2,+,3,2333,159413,15,69240276,69399689
ANTXR2,78683,118429,4,-,2,5156,133760,16,80860716,80994477
ANTXRL,83388,195977,10,+,1,2109,43212,20,47658234,47701446
ANUBL1,60289,93550,10,-,2,3476,57212,10,46111039,46168251
ANXA1,298,301,9,+,1,1386,18526,13,75766781,75785307
ANXA10,11039,11199,4,+,1,1416,95186,12,169013707,169108893
ANXA11,308,311,10,-,3,2518,50448,16,81914880,81965328
ANXA13,309,312,8,-,2,1520,56613,12,124693034,124749647
ANXA2,299,302,15,-,4,1617,50835,14,60639350,60690185
ANXA2P1,300,303,4,-,1,1342,1342,1,154228621,154229963
ANXA2P2,301,304,9,+,1,1309,1309,1,33624223,33625532
ANXA2P3,302,305,10,+,1,1349,1349,1,66585285,66586634
ANXA3,303,306,4,+,1,1605,58863,13,79472742,79531605
ANXA4,304,307,2,+,1,2129,84469,13,69969127,70053596
ANXA5,305,308,4,-,1,1586,28995,13,122589152,122618147
ANXA6,306,309,5,-,2,2905,49062,26,150480267,150529330
ANXA7,307,310,10,-,2,2158,38652,14,75135189,75173841
ANXA8,165878,653145,10,+,2,2029,16140,12,47706604,47722745
ANXA8L1,181089,728113,10,-,2,1942,16054,12,47706648,47722702
ANXA8L2,241,244,10,+,1,2017,16120,12,47746920,47763040
ANXA9,8357,8416,1,+,1,1810,13615,14,150954499,150968114
AOAH,310,313,7,-,3,2417,211605,21,36552549,36764154
AOC2,311,314,17,+,2,2620,6115,4,40996609,41002724
AOC3,8570,8639,17,+,1,4021,6939,4,41003201,41010140
AOX1,313,316,2,+,1,4898,85486,35,201450731,201536217
AOX2P,110119,344454,2,+,1,3702,98495,31,201560446,201658941
AP1AR,NA,NA,4,+,2,2849,38316,10,113152895,113191211
AP1B1,159,162,22,-,3,4127,60903,21,29723669,29784572
AP1G1,161,164,16,-,2,6820,80071,24,71762905,71842976
AP1G2,8827,8906,14,-,1,2854,8502,22,24028777,24037279
AP1M1,8828,8907,19,+,2,2360,37491,12,16308665,16346156
AP1M2,9908,10053,19,-,1,1739,14644,12,10683347,10697991
AP1S1,1165,1174,7,+,1,1292,6871,5,100797686,100804557
AP1S2,8826,8905,X,-,1,2278,29171,5,15843929,15873100
AP1S3,79413,130340,2,-,1,3997,82272,5,224620047,224702319
AP2A1,157,160,19,+,2,3442,40189,24,50270180,50310369
AP2A2,158,161,11,+,1,4594,86399,22,925841,1012240
AP2B1,160,163,17,+,2,5720,139154,22,33914282,34053436
AP2M1,1164,1173,3,+,2,1926,9245,11,183892634,183901879
