Source Name	Comment[ENA_SAMPLE]	Material Type	Characteristics[organism part]	Characteristics[organism]	Characteristics[sex]	Characteristics[developmental stage]	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Extract Name	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[LIBRARY_LAYOUT]	Comment[ORIENTATION]	Comment[NOMINAL_LENGTH]	Protocol REF	Term Source REF	Performer	Assay Name	Technology Type	Comment[technical replicate group]	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[MD5]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Factor Value[organism part]
skeletalmuscle_c	ERS526272	organism part	skeletal muscle	Homo sapiens	female	adult	  	  	P-MTAB-40602	  	P-MTAB-40601	  	skeletalmuscle_c	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	148	P-MTAB-40600	  	Science for Life Laboratory, Stockholm	skeletalmuscle_c	sequencing assay	group 117	ERX537309	6_120727_AD14B4ACXX_218_index7_SQ_1.fastq.gz	6_120727_AD14B4ACXX_218_index7_SQ_1.fastq.gz	ERR579141	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR579/ERR579141/ERR579141_1.fastq.gz	9aa0e1a163c0ffc8d68ca8f645e25c34	202	102	skeletal muscle
skeletalmuscle_c	ERS526272	organism part	skeletal muscle	Homo sapiens	female	adult	  	  	P-MTAB-40602	  	P-MTAB-40601	  	skeletalmuscle_c	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	148	P-MTAB-40600	  	Science for Life Laboratory, Stockholm	skeletalmuscle_c	sequencing assay	group 117	ERX537309	6_120727_AD14B4ACXX_218_index7_SQ_2.fastq.gz	6_120727_AD14B4ACXX_218_index7_SQ_2.fastq.gz	ERR579141	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR579/ERR579141/ERR579141_2.fastq.gz	ab43dba3dcd72ef66089726fd29dee90	202	102	skeletal muscle
skeletalmuscle_d	ERS526266	organism part	skeletal muscle	Homo sapiens	female	adult	  	  	P-MTAB-40602	  	P-MTAB-40601	  	skeletalmuscle_d	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	148	P-MTAB-40600	  	Science for Life Laboratory, Stockholm	skeletalmuscle_d	sequencing assay	group 118	ERX537303	8_120727_AD14B4ACXX_227_index1_SQ_1.fastq.gz	8_120727_AD14B4ACXX_227_index1_SQ_1.fastq.gz	ERR579130	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR579/ERR579130/ERR579130_1.fastq.gz	dcaae08f5e0d44a52282d5c0cf1d535d	202	102	skeletal muscle
skeletalmuscle_d	ERS526266	organism part	skeletal muscle	Homo sapiens	female	adult	  	  	P-MTAB-40602	  	P-MTAB-40601	  	skeletalmuscle_d	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	148	P-MTAB-40600	  	Science for Life Laboratory, Stockholm	skeletalmuscle_d	sequencing assay	group 118	ERX537303	8_120727_AD14B4ACXX_227_index1_SQ_2.fastq.gz	8_120727_AD14B4ACXX_227_index1_SQ_2.fastq.gz	ERR579130	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR579/ERR579130/ERR579130_2.fastq.gz	eb9eb7bcf0f471184117ed0af1373e1b	202	102	skeletal muscle
skeletalmuscle_e	ERS526286	organism part	skeletal muscle	Homo sapiens	male	adult	  	  	P-MTAB-40602	  	P-MTAB-40601	  	skeletalmuscle_e	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	146	P-MTAB-40600	  	Science for Life Laboratory, Stockholm	skeletalmuscle_e	sequencing assay	group 119	ERX537323	5_120727_AD14B4ACXX_235_index8_SQ_1.fastq.gz	5_120727_AD14B4ACXX_235_index8_SQ_1.fastq.gz	ERR579149	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR579/ERR579149/ERR579149_1.fastq.gz	a4ed944b49b2b260467d92f09d022d3e	202	102	skeletal muscle
skeletalmuscle_e	ERS526286	organism part	skeletal muscle	Homo sapiens	male	adult	  	  	P-MTAB-40602	  	P-MTAB-40601	  	skeletalmuscle_e	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	146	P-MTAB-40600	  	Science for Life Laboratory, Stockholm	skeletalmuscle_e	sequencing assay	group 119	ERX537323	5_120727_AD14B4ACXX_235_index8_SQ_2.fastq.gz	5_120727_AD14B4ACXX_235_index8_SQ_2.fastq.gz	ERR579149	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR579/ERR579149/ERR579149_2.fastq.gz	9e0a38588c22646b2215fecbc52489d2	202	102	skeletal muscle
smoothmuscle_8a	ERS526281	organism part	smooth muscle	Homo sapiens	female	adult	  	  	P-MTAB-40602	  	P-MTAB-40601	  	smoothmuscle_8a	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	211	P-MTAB-40600	  	Science for Life Laboratory, Stockholm	smoothmuscle_8a	sequencing assay	group 120	ERX537318	3_140328_AC3TDEACXX_P973_105_1.fastq.gz	3_140328_AC3TDEACXX_P973_105_1.fastq.gz	ERR579131	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR579/ERR579131/ERR579131_1.fastq.gz	5869e20f27d523b9459c9f394895e12e	202	102	smooth muscle
smoothmuscle_8a	ERS526281	organism part	smooth muscle	Homo sapiens	female	adult	  	  	P-MTAB-40602	  	P-MTAB-40601	  	smoothmuscle_8a	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	211	P-MTAB-40600	  	Science for Life Laboratory, Stockholm	smoothmuscle_8a	sequencing assay	group 120	ERX537318	3_140328_AC3TDEACXX_P973_105_2.fastq.gz	3_140328_AC3TDEACXX_P973_105_2.fastq.gz	ERR579131	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR579/ERR579131/ERR579131_2.fastq.gz	f43bb0583adf04b233234bf9a7b4a449	202	102	smooth muscle
smoothmuscle_8b	ERS526276	organism part	smooth muscle	Homo sapiens	female	adult	  	  	P-MTAB-40602	  	P-MTAB-40601	  	smoothmuscle_8b	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	313	P-MTAB-40600	  	Science for Life Laboratory, Stockholm	smoothmuscle_8b	sequencing assay	group 121	ERX537313	1_140328_AC3TDEACXX_P973_109_1.fastq.gz	1_140328_AC3TDEACXX_P973_109_1.fastq.gz	ERR579153	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR579/ERR579153/ERR579153_1.fastq.gz	3400d999635566cb62dd03e58bda2efe	202	102	smooth muscle
smoothmuscle_8b	ERS526276	organism part	smooth muscle	Homo sapiens	female	adult	  	  	P-MTAB-40602	  	P-MTAB-40601	  	smoothmuscle_8b	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	313	P-MTAB-40600	  	Science for Life Laboratory, Stockholm	smoothmuscle_8b	sequencing assay	group 121	ERX537313	1_140328_AC3TDEACXX_P973_109_2.fastq.gz	1_140328_AC3TDEACXX_P973_109_2.fastq.gz	ERR579153	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR579/ERR579153/ERR579153_2.fastq.gz	b73bf901f788b60bb2052ea36ad94222	202	102	smooth muscle
smoothmuscle_8c	ERS526277	organism part	smooth muscle	Homo sapiens	female	adult	  	  	P-MTAB-40602	  	P-MTAB-40601	  	smoothmuscle_8c	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	212	P-MTAB-40600	  	Science for Life Laboratory, Stockholm	smoothmuscle_8c	sequencing assay	group 122	ERX537314	6_140328_AC3TDEACXX_P973_139_1.fastq.gz	6_140328_AC3TDEACXX_P973_139_1.fastq.gz	ERR579125	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR579/ERR579125/ERR579125_1.fastq.gz	175cd2626cb6519e61dbb13759f67e90	202	102	smooth muscle
smoothmuscle_8c	ERS526277	organism part	smooth muscle	Homo sapiens	female	adult	  	  	P-MTAB-40602	  	P-MTAB-40601	  	smoothmuscle_8c	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	212	P-MTAB-40600	  	Science for Life Laboratory, Stockholm	smoothmuscle_8c	sequencing assay	group 122	ERX537314	6_140328_AC3TDEACXX_P973_139_2.fastq.gz	6_140328_AC3TDEACXX_P973_139_2.fastq.gz	ERR579125	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR579/ERR579125/ERR579125_2.fastq.gz	1e389d5fd47cc92be8b57c54b71a80c0	202	102	smooth muscle
tonsil_8a1	ERS526283	organism part	tonsil	Homo sapiens	female	adult	  	  	P-MTAB-40602	  	P-MTAB-40601	  	tonsil_8a1	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	311	P-MTAB-40600	  	Science for Life Laboratory, Stockholm	tonsil_8a1	sequencing assay	group 123	ERX537320	1_140328_AC3TDEACXX_P973_102_1.fastq.gz	1_140328_AC3TDEACXX_P973_102_1.fastq.gz	ERR579135	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR579/ERR579135/ERR579135_1.fastq.gz	c1f0277e7e3f0a6572f65c08fe74bfff	202	102	tonsil
tonsil_8a1	ERS526283	organism part	tonsil	Homo sapiens	female	adult	  	  	P-MTAB-40602	  	P-MTAB-40601	  	tonsil_8a1	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	311	P-MTAB-40600	  	Science for Life Laboratory, Stockholm	tonsil_8a1	sequencing assay	group 123	ERX537320	1_140328_AC3TDEACXX_P973_102_2.fastq.gz	1_140328_AC3TDEACXX_P973_102_2.fastq.gz	ERR579135	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR579/ERR579135/ERR579135_2.fastq.gz	4c0687d80f465bf6f7a786e4d9e63532	202	102	tonsil
tonsil_8b1	ERS526290	organism part	tonsil	Homo sapiens	male	adult	  	  	P-MTAB-40602	  	P-MTAB-40601	  	tonsil_8b1	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	290	P-MTAB-40600	  	Science for Life Laboratory, Stockholm	tonsil_8b1	sequencing assay	group 124	ERX537327	4_140328_AC3TDEACXX_P973_118_1.fastq.gz	4_140328_AC3TDEACXX_P973_118_1.fastq.gz	ERR579139	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR579/ERR579139/ERR579139_1.fastq.gz	256217f0ab1875728d4ce3f80bbd4901	202	102	tonsil
tonsil_8b1	ERS526290	organism part	tonsil	Homo sapiens	male	adult	  	  	P-MTAB-40602	  	P-MTAB-40601	  	tonsil_8b1	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	290	P-MTAB-40600	  	Science for Life Laboratory, Stockholm	tonsil_8b1	sequencing assay	group 124	ERX537327	4_140328_AC3TDEACXX_P973_118_2.fastq.gz	4_140328_AC3TDEACXX_P973_118_2.fastq.gz	ERR579139	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR579/ERR579139/ERR579139_2.fastq.gz	c0645bebc312f22e392fe20cef9a33fa	202	102	tonsil
tonsil_8e1	ERS526278	organism part	tonsil	Homo sapiens	male	adult	  	  	P-MTAB-40602	  	P-MTAB-40601	  	tonsil_8e1	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	285	P-MTAB-40600	  	Science for Life Laboratory, Stockholm	tonsil_8e1	sequencing assay	group 127	ERX537315	6_140328_AC3TDEACXX_P973_129_1.fastq.gz	6_140328_AC3TDEACXX_P973_129_1.fastq.gz	ERR579133	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR579/ERR579133/ERR579133_1.fastq.gz	87b001aa947ae66d98ad6ddceea62e10	202	102	tonsil
tonsil_8e1	ERS526278	organism part	tonsil	Homo sapiens	male	adult	  	  	P-MTAB-40602	  	P-MTAB-40601	  	tonsil_8e1	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	285	P-MTAB-40600	  	Science for Life Laboratory, Stockholm	tonsil_8e1	sequencing assay	group 127	ERX537315	6_140328_AC3TDEACXX_P973_129_2.fastq.gz	6_140328_AC3TDEACXX_P973_129_2.fastq.gz	ERR579133	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR579/ERR579133/ERR579133_2.fastq.gz	db131e11428214c74264d5ccb4062cf2	202	102	tonsil
adrenal_4a	ERS326954	organism part	adrenal gland	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V119	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	382	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130213_AH07R5ADXX_P282_102B_index25	sequencing assay	group 1	ERX288498	1_130213_AH07R5ADXX_P282_102B_index25_1.fastq.gz	1_130213_AH07R5ADXX_P282_102B_index25_1.fastq.gz	ERR315335	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315335/ERR315335_1.fastq.gz	129127427adf13499dd774c6db307d78	102	209	adrenal gland
adrenal_4a	ERS326954	organism part	adrenal gland	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V119	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	382	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130213_AH07R5ADXX_P282_102B_index25	sequencing assay	group 1	ERX288498	1_130213_AH07R5ADXX_P282_102B_index25_2.fastq.gz	1_130213_AH07R5ADXX_P282_102B_index25_2.fastq.gz	ERR315335	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315335/ERR315335_2.fastq.gz	b6ea9b491ca0a9164146f4f9d96b6483	102	209	adrenal gland
adrenal_4a	ERS326954	organism part	adrenal gland	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V119	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	382	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130213_AH07R5ADXX_P282_102B_index25	sequencing assay	group 1	ERX288529	2_130213_AH07R5ADXX_P282_102B_index25_1.fastq.gz	2_130213_AH07R5ADXX_P282_102B_index25_1.fastq.gz	ERR315452	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315452/ERR315452_1.fastq.gz	f3375fcef92155ced216c8aea16dc0df	102	209	adrenal gland
adrenal_4a	ERS326954	organism part	adrenal gland	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V119	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	382	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130213_AH07R5ADXX_P282_102B_index25	sequencing assay	group 1	ERX288529	2_130213_AH07R5ADXX_P282_102B_index25_2.fastq.gz	2_130213_AH07R5ADXX_P282_102B_index25_2.fastq.gz	ERR315452	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315452/ERR315452_2.fastq.gz	d8f0f1061349329b2f4de0564b773975	102	209	adrenal gland
adrenal_4c	ERS326977	organism part	adrenal gland	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V121	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	406	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130213_AH07R5ADXX_P282_104B_index1	sequencing assay	group 2	ERX288533	1_130213_AH07R5ADXX_P282_104B_index1_1.fastq.gz	1_130213_AH07R5ADXX_P282_104B_index1_1.fastq.gz	ERR315392	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315392/ERR315392_1.fastq.gz	c3a56efbf49e0e4e47c07f8b1d755565	102	209	adrenal gland
adrenal_4c	ERS326977	organism part	adrenal gland	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V121	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	406	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130213_AH07R5ADXX_P282_104B_index1	sequencing assay	group 2	ERX288533	1_130213_AH07R5ADXX_P282_104B_index1_2.fastq.gz	1_130213_AH07R5ADXX_P282_104B_index1_2.fastq.gz	ERR315392	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315392/ERR315392_2.fastq.gz	ea66017fff600288b190a5157fd41f4a	102	209	adrenal gland
adrenal_4c	ERS326977	organism part	adrenal gland	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V121	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	406	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130213_AH07R5ADXX_P282_104B_index1	sequencing assay	group 2	ERX288583	2_130213_AH07R5ADXX_P282_104B_index1_1.fastq.gz	2_130213_AH07R5ADXX_P282_104B_index1_1.fastq.gz	ERR315450	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315450/ERR315450_1.fastq.gz	e64d448b598756c02b10a6fa179f1cf4	102	209	adrenal gland
adrenal_4c	ERS326977	organism part	adrenal gland	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V121	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	406	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130213_AH07R5ADXX_P282_104B_index1	sequencing assay	group 2	ERX288583	2_130213_AH07R5ADXX_P282_104B_index1_2.fastq.gz	2_130213_AH07R5ADXX_P282_104B_index1_2.fastq.gz	ERR315450	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315450/ERR315450_2.fastq.gz	3dd4e4d028e59f659862a2448b859da2	102	209	adrenal gland
adrenal_4d	ERS326985	organism part	adrenal gland	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V122	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	429	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130213_AH07R5ADXX_P282_105C_index2	sequencing assay	group 3	ERX288631	1_130213_AH07R5ADXX_P282_105C_index2_1.fastq.gz	1_130213_AH07R5ADXX_P282_105C_index2_1.fastq.gz	ERR315385	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315385/ERR315385_1.fastq.gz	721202c8583bafdd681f7fd99c74ca71	102	209	adrenal gland
adrenal_4d	ERS326985	organism part	adrenal gland	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V122	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	429	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130213_AH07R5ADXX_P282_105C_index2	sequencing assay	group 3	ERX288631	1_130213_AH07R5ADXX_P282_105C_index2_2.fastq.gz	1_130213_AH07R5ADXX_P282_105C_index2_2.fastq.gz	ERR315385	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315385/ERR315385_2.fastq.gz	f1b641581621a30acbe559e75e1004b4	102	209	adrenal gland
adrenal_4d	ERS326985	organism part	adrenal gland	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V122	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	429	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130213_AH07R5ADXX_P282_105C_index2	sequencing assay	group 3	ERX288547	2_130213_AH07R5ADXX_P282_105C_index2_1.fastq.gz	2_130213_AH07R5ADXX_P282_105C_index2_1.fastq.gz	ERR315417	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315417/ERR315417_1.fastq.gz	c814d797e60f7d907bcbec9b8515f388	102	209	adrenal gland
adrenal_4d	ERS326985	organism part	adrenal gland	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V122	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	429	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130213_AH07R5ADXX_P282_105C_index2	sequencing assay	group 3	ERX288547	2_130213_AH07R5ADXX_P282_105C_index2_2.fastq.gz	2_130213_AH07R5ADXX_P282_105C_index2_2.fastq.gz	ERR315417	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315417/ERR315417_2.fastq.gz	aea86acc2906f6de2dc86eecba71bc48	102	209	adrenal gland
appendix_4a	ERS326938	organism part	appendix	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V154	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	386	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130213_AH07R5ADXX_P282_120B_index15	sequencing assay	group 4	ERX288565	1_130213_AH07R5ADXX_P282_120B_index15_1.fastq.gz	1_130213_AH07R5ADXX_P282_120B_index15_1.fastq.gz	ERR315437	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315437/ERR315437_1.fastq.gz	4662e26a2b98e4bfd1ca7cb2df8c040e	102	209	appendix
appendix_4a	ERS326938	organism part	appendix	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V154	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	386	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130213_AH07R5ADXX_P282_120B_index15	sequencing assay	group 4	ERX288565	1_130213_AH07R5ADXX_P282_120B_index15_2.fastq.gz	1_130213_AH07R5ADXX_P282_120B_index15_2.fastq.gz	ERR315437	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315437/ERR315437_2.fastq.gz	f678cd696dd8912b7b2d3b05c8c8d012	102	209	appendix
appendix_4a	ERS326938	organism part	appendix	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V154	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	386	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130213_AH07R5ADXX_P282_120B_index15	sequencing assay	group 4	ERX288480	2_130213_AH07R5ADXX_P282_120B_index15_1.fastq.gz	2_130213_AH07R5ADXX_P282_120B_index15_1.fastq.gz	ERR315465	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315465/ERR315465_1.fastq.gz	5adda5cb41bcc94baa6853c66f4bd67f	102	209	appendix
appendix_4a	ERS326938	organism part	appendix	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V154	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	386	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130213_AH07R5ADXX_P282_120B_index15	sequencing assay	group 4	ERX288480	2_130213_AH07R5ADXX_P282_120B_index15_2.fastq.gz	2_130213_AH07R5ADXX_P282_120B_index15_2.fastq.gz	ERR315465	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315465/ERR315465_2.fastq.gz	ce2c9e0107760fe8fa2a426d8ca30bf8	102	209	appendix
appendix_4b	ERS326947	organism part	appendix	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V155	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	385	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130213_AH07R5ADXX_P282_121B_index16	sequencing assay	group 5	ERX288559	1_130213_AH07R5ADXX_P282_121B_index16_1.fastq.gz	1_130213_AH07R5ADXX_P282_121B_index16_1.fastq.gz	ERR315345	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315345/ERR315345_1.fastq.gz	b30026743d691fecc8b49f297e83a030	102	209	appendix
appendix_4b	ERS326947	organism part	appendix	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V155	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	385	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130213_AH07R5ADXX_P282_121B_index16	sequencing assay	group 5	ERX288559	1_130213_AH07R5ADXX_P282_121B_index16_2.fastq.gz	1_130213_AH07R5ADXX_P282_121B_index16_2.fastq.gz	ERR315345	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315345/ERR315345_2.fastq.gz	728043fbffe0f039c198ace7221300a4	102	209	appendix
appendix_4b	ERS326947	organism part	appendix	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V155	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	385	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130213_AH07R5ADXX_P282_121B_index16	sequencing assay	group 5	ERX288489	2_130213_AH07R5ADXX_P282_121B_index16_1.fastq.gz	2_130213_AH07R5ADXX_P282_121B_index16_1.fastq.gz	ERR315366	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315366/ERR315366_1.fastq.gz	9df1d840a8dd2efaea0154f4a7dee3e8	102	209	appendix
appendix_4b	ERS326947	organism part	appendix	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V155	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	385	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130213_AH07R5ADXX_P282_121B_index16	sequencing assay	group 5	ERX288489	2_130213_AH07R5ADXX_P282_121B_index16_2.fastq.gz	2_130213_AH07R5ADXX_P282_121B_index16_2.fastq.gz	ERR315366	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315366/ERR315366_2.fastq.gz	7d23e9247c92cbcd3af4ee3894262cec	102	209	appendix
